player_id,country,region,platform,acquisition_channel,age,skill_segment,device_name,clean_signup_date,row_num
P01075,India,APAC,Mobile,"Paid Search",16,Casual,"Samsung Galaxy","2025-12-09 00:00:00",1
P01076,"United Kingdom",EMEA,Xbox,Influencer,26,Competitive,Pixel,"2025-08-20 00:00:00",1
P01077,Japan,APAC,Xbox,"Paid Search",25,Core,"Samsung Galaxy","2025-10-23 00:00:00",1
P01078,"South korea",APAC,Xbox,Influencer,27,Casual,iPhone,"2025-08-10 19:45:00",1
P01079,"United States",NA,PC,"App Store",25,Core,"Windows 11","2025-12-04 00:00:00",1
P01080,"United States",NA,PC,"Paid Search",39,Casual,PS5,"2026-03-02 19:21:32",1
P01081,Japan,APAC,Xbox,Organic,42,Core,Pixel,"2025-08-22 19:38:00",1
P01082,India,APAC,Xbox,Influencer,24,Core,"Android Tablet","2025-08-14 00:00:00",1
P01082,India,APAC,Xbox,Influencer,24,Core,"Android Tablet","2026-01-11 00:00:00",1
P01083,Mexico,LATAM,Xbox,Discord,18,Casual,"Windows 10","2025-12-04 16:46:15",1
P01084,"United Kingdom",EMEA,PC,Organic,45,Casual,"Windows 11","2025-10-10 00:00:00",1
P01085,Germany,EMEA,Mobile,"Paid Search",28,Casual,PS5,"2025-12-17 00:00:00",1
P01086,"United Kingdom",EMEA,Mobile,Influencer,39,Casual,PS5,"2025-12-17 10:46:25",1
P01087,"United States",NA,Mobile,Influencer,26,Casual,iPhone,"2025-09-14 00:00:00",1
P01088,Brazil,LATAM,Xbox,Referral,33,Casual,"Windows 10","2026-03-02 15:15:40",1
P01089,"United States",NA,Mobile,Influencer,30,Casual,iPhone,"2025-09-23 00:00:00",1
P01090,"South Korea",APAC,PC,Influencer,NULL,Competitive,iPhone,"2025-10-20 13:12:00",1
P01091,Australia,APAC,PC,Referral,18,Casual,"Windows 10","2025-09-28 06:43:06",1
P01092,"United States",NA,Xbox,"Paid Search",37,Core,PS5,"2025-09-26 00:00:00",1
P01093,Spain,EMEA,Mobile,"Paid Search",25,Casual,"Windows 10","2025-11-28 00:00:00",1
P01094,"United Kingdom",EMEA,Xbox,Influencer,32,Competitive,iPad,"2025-11-01 00:00:00",1
P01095,France,EMEA,Mobile,Organic,42,Casual,"Android Tablet","2025-11-27 19:43:03",1
P01096,"United States",NA,PlayStation,"App Store",34,Casual,iPad,"2025-11-20 18:03:00",1
P01097,"United States",NA,PC,Influencer,41,Core,iPad,"2026-02-12 22:14:00",1
P01098,"South korea",APAC,Mobile,Referral,43,Casual,"Xbox Series X","2026-01-14 00:00:00",1
P01099,Germany,EMEA,PlayStation,"App Store",21,Casual,"Samsung Galaxy","2025-11-15 18:31:48",1
P01100,Canada,NA,PC,"Paid Search",27,Core,PS5,"2025-10-18 10:04:00",1
P01101,"South Korea",APAC,PC,Influencer,30,Casual,"Windows 11","2025-10-15 00:00:00",1
P01102,"United States",NA,PlayStation,"App Store",26,Competitive,Pixel,"2025-11-29 00:00:00",1
P01103,Canada,NA,PC,"App Store",16,Competitive,"Android Tablet","2026-01-10 02:50:44",1
P01104,Brazil,LATAM,PC,"Paid Search",NULL,Core,"Xbox Series X","2026-03-01 10:05:10",1
P01105,Brazil,LATAM,Mobile,"Paid Search",37,Core,"Samsung Galaxy","2025-12-18 07:37:00",1
P01106,Japan,APAC,PC,Referral,29,Core,iPhone,"2025-12-28 00:00:00",1
P01107,"United States",NA,Mobile,Influencer,30,Casual,"Samsung Galaxy","2025-12-26 21:33:00",1
P01108,"United Kingdom",EMEA,Mobile,Discord,28,Casual,"Windows 10","2025-12-24 00:00:00",1
P01109,"United States",NA,Mobile,Influencer,41,Casual,"Steam Deck","2025-08-01 15:01:00",1
P01110,"United Kingdom",EMEA,Mobile,Influencer,35,Casual,"Android Tablet","2026-02-04 00:00:00",1
P01111,Brazil,LATAM,PC,Organic,41,Casual,"Windows 11","2025-09-16 00:00:00",1
P01112,Mexico,LATAM,PlayStation,"Paid Search",NULL,Core,"Steam Deck","2026-01-22 00:00:00",1
P01113,India,APAC,Mobile,"Paid Search",41,Casual,"Samsung Galaxy","2026-01-19 00:00:00",1
P01114,Japan,APAC,PC,Influencer,24,Competitive,"Samsung Galaxy","2025-11-08 04:24:00",1
P01115,Mexico,LATAM,Xbox,"App Store",32,Casual,PS5,"2026-02-22 00:00:00",1
P01116,"United Kingdom",EMEA,PC,"Paid Search",43,Core,"Android Tablet","2025-11-17 18:11:57",1
P01117,India,APAC,PC,Organic,20,Casual,"Android Tablet","2026-02-13 03:45:00",1
P01118,Spain,EMEA,PC,Organic,NULL,Core,"Windows 10","2025-09-22 00:00:00",1
P01119,NULL,EMEA,PC,"Paid Search",23,Core,"Samsung Galaxy","2025-09-08 09:07:51",1
P01120,Canada,NA,Xbox,Organic,26,Casual,iPhone,"2026-01-02 00:00:00",1
P01121,Canada,NA,Xbox,Referral,27,Core,"Samsung Galaxy","2025-08-01 11:53:00",1
P01122,"South Korea",APAC,PC,Organic,35,Casual,"Windows 10","2025-08-04 00:00:00",1
P01123,India,APAC,Xbox,Discord,25,Casual,"Steam Deck","2025-11-04 14:06:33",1
P01124,"United Kingdom",EMEA,Mobile,Influencer,30,Casual,"Windows 11","2025-10-12 00:00:00",1
P01125,Brazil,LATAM,PC,Organic,32,Casual,"Samsung Galaxy",NULL,1
P01126,Brazil,LATAM,PC,Influencer,25,Casual,"Windows 11","2025-08-31 00:00:00",1
P01127,"United Kingdom",EMEA,PC,Influencer,44,Casual,NULL,"2025-09-01 00:00:00",1
P01128,"United States",NA,Mobile,Organic,17,Casual,"Windows 11","2025-12-24 04:15:00",1
P01129,"United States",NA,Mobile,Community,34,Competitive,"Windows 10","2026-02-28 00:00:00",1
P01130,France,EMEA,Mobile,Referral,25,Core,"Windows 10","2025-11-26 00:00:00",1
P01131,Germany,EMEA,Xbox,Discord,28,Casual,"Android Tablet","2025-09-16 00:00:00",1
P01131,Germany,EMEA,Xbox,"Paid Search",28,Casual,"Android Tablet","2025-09-16 00:00:00",1
P01132,Spain,EMEA,Mobile,"App Store",NULL,Casual,"Windows 10","2026-01-11 00:00:00",1
P01133,"United States",NA,PC,Influencer,NULL,Core,"Windows 11","2025-11-15 00:00:00",1
P01134,"South Korea",APAC,PlayStation,Organic,35,Casual,"Android Tablet","2025-10-25 20:09:00",1
P01135,"United States",NA,Mobile,Influencer,31,Core,PS5,"2025-10-05 00:00:00",1
P01136,Brazil,LATAM,Mobile,Influencer,31,Casual,PS5,"2025-12-16 00:00:00",1
P01137,Brazil,NA,PlayStation,Discord,44,Casual,iPhone,"2025-11-14 20:48:00",1
P01137,"United States",NA,PlayStation,Discord,44,Casual,iPhone,"2025-11-14 20:48:00",1
P01138,Canada,NA,PC,Referral,43,Casual,iPhone,"2025-11-11 11:41:00",1
P01139,Canada,NA,PC,"Paid Search",18,Core,Pixel,"2025-09-17 00:00:00",1
P01140,Germany,EMEA,PlayStation,NULL,30,Core,PS5,"2025-12-18 00:00:00",1
P01141,"South Korea",APAC,Xbox,Influencer,31,Core,PS5,"2026-03-05 00:00:00",1
P01142,"United States",NA,PC,"App Store",36,Competitive,"Xbox Series X","2025-10-07 00:00:00",1
P01143,Brazil,LATAM,Mobile,"Paid Search",17,Core,"Samsung Galaxy","2025-12-03 08:49:00",1
P01144,Brazil,LATAM,PC,Influencer,28,Core,"Windows 11","2026-01-05 02:17:00",1
P01145,India,APAC,Mobile,Organic,25,Casual,iPhone,"2025-11-14 00:25:28",1
P01146,"United States",NA,Mobile,Organic,33,Casual,iPad,"2025-09-03 00:00:00",1
P01147,"United States",NA,Mobile,"Paid Search",40,Casual,PS5,"2025-10-24 00:00:00",1
P01148,India,APAC,PC,Influencer,32,Core,"Samsung Galaxy","2025-10-02 08:40:20",1
P01149,Brazil,LATAM,Mobile,Referral,17,Casual,PS5,"2025-09-03 00:00:00",1
P01150,Japan,APAC,Xbox,Discord,40,Casual,PS5,"2025-10-23 20:39:00",1
P01151,Australia,APAC,Xbox,Organic,31,Core,Pixel,"2026-01-27 00:00:00",1
P01152,Australia,APAC,Mobile,"Paid Search",36,Core,iPhone,"2025-10-16 00:00:00",1
P01153,Mexico,LATAM,Mobile,"Paid Search",43,Core,iPad,"2026-01-12 00:00:00",1
P01154,"United States",NA,Mobile,Organic,41,Casual,"Windows 11","2026-02-27 00:36:00",1
P01155,India,APAC,NULL,Community,22,Competitive,"Steam Deck","2026-01-22 13:51:00",1
P01156,"United Kingdom",EMEA,PC,Referral,NULL,Competitive,iPad,"2025-08-11 10:15:00",1
P01157,"South Korea",APAC,PC,"Paid Search",36,Core,"Samsung Galaxy","2025-12-27 09:15:00",1
P01158,"United States",NA,PC,Discord,43,Casual,"Windows 11","2025-09-11 00:00:00",1
P01158,"United States",NA,Mobile,Discord,43,Casual,"Windows 11","2026-02-02 00:00:00",1
P01159,Mexico,LATAM,PC,Influencer,33,Casual,"Windows 11","2025-08-01 00:00:00",1
P01160,France,EMEA,Mobile,Organic,45,Casual,"Windows 11","2025-11-29 00:00:00",1
P01161,"United States",NA,PC,NULL,39,Core,iPhone,"2025-12-23 00:00:00",1
P01162,Brazil,LATAM,Xbox,Influencer,37,Core,iPhone,"2025-12-15 09:42:00",1
P01163,Mexico,LATAM,NULL,"Paid Search",34,Casual,"Xbox Series X","2026-02-22 00:00:00",1
P01164,"South korea",APAC,PlayStation,"Paid Search",24,Core,"Samsung Galaxy","2025-12-24 22:51:37",1
P01165,France,EMEA,PlayStation,Organic,29,Core,PS5,"2026-02-03 17:20:00",1
P01166,France,EMEA,Xbox,"Paid Search",19,Casual,iPad,"2025-08-15 00:00:00",1
P01167,Brazil,LATAM,PlayStation,"Paid Search",34,Core,PS5,"2025-12-25 06:21:00",1
P01168,Canada,NA,PC,Discord,40,Competitive,"Steam Deck","2025-08-31 00:00:00",1
P01169,"United Kingdom",EMEA,Xbox,"App Store",36,Casual,"Samsung Galaxy","2025-12-31 00:00:00",1
P01170,"United States",NA,Mobile,"Paid Search",28,Casual,"Xbox Series X","2025-10-01 00:00:00",1
P01171,Canada,NA,PC,"Paid Search",17,Competitive,"Xbox Series X","2025-10-17 09:12:00",1
P01172,Spain,EMEA,Mobile,Organic,26,Casual,"Windows 10","2025-08-07 21:36:00",1
P01173,Brazil,LATAM,Xbox,"Paid Search",20,Competitive,"Windows 11","2026-02-25 00:00:00",1
P01174,Mexico,LATAM,Mobile,"Paid Search",22,Core,iPad,"2025-08-12 01:41:57",1
P01175,"United States",NA,Xbox,Organic,29,Core,"Samsung Galaxy","2025-10-07 19:46:00",1
P01176,Brazil,LATAM,PC,"Paid Search",38,Core,"Android Tablet","2025-09-08 00:00:00",1
P01177,Germany,EMEA,Mobile,Referral,28,Competitive,"Samsung Galaxy","2025-08-29 00:00:00",1
P01178,Spain,EMEA,PC,"Paid Search",42,Competitive,"Windows 10","2026-02-07 03:03:00",1
P01179,Mexico,LATAM,PlayStation,"Paid Search",39,Casual,"Samsung Galaxy","2026-01-14 00:00:00",1
P01180,Germany,EMEA,Mobile,Influencer,28,Competitive,"Samsung Galaxy",NULL,1
P01181,Australia,APAC,PlayStation,Influencer,24,Competitive,iPhone,"2025-10-05 00:00:00",1
P01182,Brazil,LATAM,Xbox,Influencer,42,Core,"Xbox Series X","2026-01-07 00:00:00",1
P01183,India,APAC,Mobile,Organic,25,Competitive,Pixel,"2026-03-06 00:00:00",1
P01184,Spain,EMEA,Xbox,Organic,20,Core,"Windows 11","2025-12-04 09:49:21",1
P01185,Australia,APAC,PC,"App Store",27,Competitive,"Samsung Galaxy","2026-02-21 00:00:00",1
P01186,Brazil,LATAM,Xbox,Discord,32,Core,Pixel,"2025-08-17 00:00:00",1
P01187,Germany,EMEA,PC,Influencer,34,Casual,"Android Tablet","2025-11-05 03:39:00",1
P01188,India,APAC,PC,Influencer,35,Core,"Windows 11","2025-10-22 00:00:00",1
P01190,"United States",NA,Xbox,Organic,17,Casual,"Xbox Series X","2025-11-18 22:34:00",1
P01191,Spain,EMEA,Mobile,Organic,45,Casual,Pixel,"2025-10-03 19:50:31",1
P01192,Mexico,LATAM,Mobile,Influencer,31,Casual,"Windows 11","2025-09-15 00:00:00",1
P01193,Mexico,LATAM,Mobile,Referral,23,Core,"Windows 10","2026-02-18 00:00:00",1
P01194,India,APAC,PlayStation,Influencer,37,Core,PS5,NULL,1
P01195,"United States",NA,PC,"Paid Search",24,Casual,"Windows 11","2026-01-02 00:00:00",1
P01196,"United States",NA,PC,Referral,33,Casual,"Steam Deck","2026-01-27 00:00:00",1
P01197,France,EMEA,Mobile,Influencer,28,Competitive,"Samsung Galaxy","2026-02-20 14:43:21",1
P01198,"United States",NA,PlayStation,Organic,38,Casual,"Windows 10","2025-12-24 15:32:00",1
P01199,"United Kingdom",EMEA,PC,Organic,30,Casual,"Windows 10","2026-02-28 00:00:00",1
P01200,Canada,NA,Mobile,"Paid Search",33,Core,iPhone,"2026-01-26 17:30:00",1
