session_id,player_id,session_start,session_minutes,matches_played,wins,kills,disconnect_flag,server_region,platform_reported,clean_session_minutes,clean_matches_played,clean_wins,clean_kills,clean_session_start
S000210,P00081,"01/12/2026 16:30",58,4,,21,Yes,NULL,PC,58.00,4,NULL,21,"2026-01-12 16:30:00"
S000211,P00082,"09/02/2025 01:15",48,3,2,13,No,NA-West,PC,48.00,3,2,13,"2025-09-02 01:15:00"
S000212,P00082,09/07/2025,52,3,,6,NULL,APAC,Mobile,52.00,3,NULL,6,"2025-09-07 00:00:00"
S000213,P00082,2025-08-28T12:57:00Z,51m,3,2,21,Yes,LATAM,NULL,51.00,3,2,21,"2025-08-28 12:57:00"
S000214,P00082,2025-08-28T12:57:00Z,51m,3,2,21,Yes,LATAM,NULL,51.00,3,2,21,"2025-08-28 12:57:00"
S000215,P00082," 2025-08-05T23:52:00Z",17,1,0,3,No,LATAM,PlayStation,17.00,1,0,3,"2025-08-05 23:52:00"
S000216,P00082,2025/08/18,43,3,1,8,Yes,APAC,PC,43.00,3,1,8,"2025-08-18 00:00:00"
S000217,P00082,"Sep 12, 2025 12:28PM",44,3,1,22,Yes,APAC,Mobile,44.00,3,1,22,"2025-09-12 12:28:00"
S000218,P00082,"08/26/2025 12:00",13,1,0,9,No,NA-East,Xbox,13.00,1,0,9,"2025-08-26 12:00:00"
S000219,P00091,"30.09.2025 09:33","46 mins",4,1,15,NULL,NA-East,PC,46.00,4,1,15,"2025-09-30 09:33:00"
S000220,P00091,2025-10-13T02:10:26Z,68,4,1,18,Yes,EU-Central,PC,68.00,4,1,18,"2025-10-13 02:10:26"
S000221,P00091,"11/03/2025 17:09",44,3,,22,NULL,NULL,Mobile,44.00,3,NULL,22,"2025-11-03 17:09:00"
S000222,P00091," 2025.10.28",51,4,1,27,No,NULL,Mobile,51.00,4,1,27,"2025-10-28 00:00:00"
S000223,P00091,"10/02/2025 07:13",62,6,4,28,NULL,LATAM,PC,62.00,6,4,28,"2025-10-02 07:13:00"
S000224,P00091,"10/07/2025 07:28",58,4,3,24,NULL,EU-Central,PC,58.00,4,3,24,"2025-10-07 07:28:00"
S000225,P00091,2025-10-04T12:55:26Z,66,5,2,25,Yes,LATAM,Mobile,66.00,5,2,25,"2025-10-04 12:55:26"
S000226,P00091,"Sep 29, 2025",57,4,1,12,No,APAC,Xbox,57.00,4,1,12,"2025-09-29 00:00:00"
S000227,P00091,"2025-11-11 03:39:26 ",35,2,1,9,No,NULL,PC,35.00,2,1,9,"2025-11-11 03:39:26"
S000228,P00091,2025-10-03T02:56:26Z,47,4,2,19,Yes,NULL,Mobile,47.00,4,2,19,"2025-10-03 02:56:26"
S000229,P00091,"2025-10-30 13:53:26",57,5,3,25,No,NA-East,PC,57.00,5,3,25,"2025-10-30 13:53:26"
S000230,P00092,12/18/2025,24,2,1,9,NULL,LATAM,PC,24.00,2,1,9,"2025-12-18 00:00:00"
S000231,P00094,"12/15/2025 02:12",50,3,2,16,No,NA-East,Xbox,50.00,3,2,16,"2025-12-15 02:12:00"
S000232,P00094,2025-12-15T08:44:58Z,21,1,1,,NULL,NULL,PlayStation,21.00,1,1,NULL,"2025-12-15 08:44:58"
S000233,P00094,2025-11-07T05:32:58Z,54,5,3,23,Yes,APAC,PC,54.00,5,3,23,"2025-11-07 05:32:58"
S000234,P00094,"12/03/2025 06:42",34,2,1,7,No,NULL,Mobile,34.00,2,1,7,"2025-12-03 06:42:00"
S000235,P00094,2025-11-19T06:03:58Z,40,4,1,22,Yes,LATAM,PC,40.00,4,1,22,"2025-11-19 06:03:58"
S000236,P00094,2025.11.19,54,3,1,13,Yes,NULL,Mobile,54.00,3,1,13,"2025-11-19 00:00:00"
S000237,P00095,"01/03/2026 23:12",27,2,1,7,No,NULL,PC,27.00,2,1,7,"2026-01-03 23:12:00"
S000238,P00095,"11/18/2025 17:46",36,3,1,12,No,NA-East,NULL,36.00,3,1,12,"2025-11-18 17:46:00"
S000239,P00095,"Dec 02, 2025 01:46AM",40,3,1,8,No,NULL,PC,40.00,3,1,8,"2025-12-02 01:46:00"
S000240,P00095,2026-01-04T17:28:07Z,31,3,2,12,Yes,APAC,PC,31.00,3,2,12,"2026-01-04 17:28:07"
S000241,P00095,2025-12-15T23:59:07Z,59,5,3,27,Yes,EU-Central,Mobile,59.00,5,3,27,"2025-12-15 23:59:07"
S000242,P00095,"12/04/2025 13:18",44m,3,1,18,Yes,APAC,NULL,44.00,3,1,18,"2025-12-04 13:18:00"
S000243,P00095,2025-12-31T01:24:07Z,46m,3,2,16,Yes,APAC,PlayStation,46.00,3,2,16,"2025-12-31 01:24:07"
S000244,P00097,"03/28/26 05:05",44m,4,1,19,Yes,NULL,Mobile,44.00,4,1,19,"2026-03-28 05:05:00"
S000245,P00097,"02/22/2026 08:03",65,5,2,21,No,LATAM,Mobile,65.00,5,2,21,"2026-02-22 08:03:00"
S000246,P00097,2026-04-13,24,2,1,12,NULL,EU-Central,Mobile,24.00,2,1,12,"2026-04-13 00:00:00"
S000247,P00098,2026-01-29T10:32:53Z,68,6,3,,No,APAC,PC,68.00,6,3,NULL,"2026-01-29 10:32:53"
S000248,P00098,"12/21/2025 14:30",38,3,1,16,No,NULL,Mobile,38.00,3,1,16,"2025-12-21 14:30:00"
S000249,P00098,2026-01-09T10:13:53Z,45,3,1,10,No,NA-East,PC,45.00,3,1,10,"2026-01-09 10:13:53"
S000250,P00098,"01/11/2026 14:41",28,2,1,7,Yes,APAC,PlayStation,28.00,2,1,7,"2026-01-11 14:41:00"
S000251,P00098,"01/11/2026 01:23",14,1,0,0,Yes,NA-West,Mobile,14.00,1,0,0,"2026-01-11 01:23:00"
S000252,P00098,2026-01-17T06:50:53Z,31,3,2,18,NULL,EU-Central,PC,31.00,3,2,18,"2026-01-17 06:50:53"
S000253,P00100,2026-01-25T14:57:46Z,30,2,1,7,Yes,NULL,Mobile,30.00,2,1,7,"2026-01-25 14:57:46"
S000254,P00100,2026-01-30T15:16:46Z,34,NULL,1,1,NULL,NULL,PC,34.00,NULL,1,NULL,"2026-01-30 15:16:46"
S000255,P00101,2026/02/18,15,1,0,5,No,LATAM,NULL,15.00,1,0,5,"2026-02-18 00:00:00"
S000256,P00101,2026.03.02,25,2,1,7,Yes,NA-West,PC,25.00,2,1,7,"2026-03-02 00:00:00"
S000257,P00101,2026-02-26T06:03:55Z,41,4,2,13,No,EU-Central,NULL,41.00,4,2,13,"2026-02-26 06:03:55"
S000258,P00101,"03/05/26 05:30",24,2,1,12,Yes,NULL,PC,24.00,2,1,12,"2026-03-05 05:30:00"
S000259,P00101,"02/25/2026 16:21","54 mins",5,3,29,Yes,NA-West,Mobile,54.00,5,3,29,"2026-02-25 16:21:00"
S000260,P00101,2026/02/24,49,3,2,15,NULL,LATAM,NULL,49.00,3,2,15,"2026-02-24 00:00:00"
S000261,P00101,2026-01-18T06:41:55Z,19m,1,1,1,Yes,LATAM,NULL,19.00,1,1,1,"2026-01-18 06:41:55"
S000262,P00101,"20.02.2026 05:23 ",44,3,1,17,Yes,NULL,PC,44.00,3,1,17,"2026-02-20 05:23:00"
S000263,P00107,2026-01-08T05:52:02Z,"41 mins",2,1,9,No,NULL,PC,41.00,2,1,9,"2026-01-08 05:52:02"
S000264,P00107,2026-01-25T17:52:02Z,56,4,2,21,No,NULL,PC,56.00,4,2,21,"2026-01-25 17:52:02"
S000265,P00107,"01/11/2026 19:59",41,3,2,16,Yes,NULL,PC,41.00,3,2,16,"2026-01-11 19:59:00"
S000266,P00107,2026/01/29,"56 mins",5,,23,Yes,LATAM,NULL,56.00,5,NULL,23,"2026-01-29 00:00:00"
S000267,P00107,2026-01-13T10:23:02Z,26,2,1,8,No,NA-East,PC,26.00,2,1,8,"2026-01-13 10:23:02"
S000268,P00107,"Dec 28, 2025",42,4,2,29,NULL,APAC,PlayStation,42.00,4,2,29,"2025-12-28 00:00:00"
S000269,P00107,2026-01-22T03:06:02Z,39,3,,13,No,EU-Central,Xbox,39.00,3,NULL,13,"2026-01-22 03:06:02"
S000270,P00110,"11.09.2025 16:19","33 mins",2,1,,No,NA-West,Mobile,33.00,2,1,NULL,"2025-09-11 16:19:00"
S000271,P00110,2025-08-17T22:23:08Z,29,2,1,7,Yes,NA-West,PC,29.00,2,1,7,"2025-08-17 22:23:08"
S000272,P00110,"08/18/2025 17:42",60,3,1,20,NULL,NA-West,Xbox,60.00,3,1,20,"2025-08-18 17:42:00"
S000273,P00110,2025-08-24T15:50:08Z,50,4,1,15,Yes,EU-Central,Xbox,50.00,4,1,15,"2025-08-24 15:50:08"
S000274,NULL,"2025-09-05 15:01:08",33,3,2,12,No,NULL,PC,33.00,3,2,12,"2025-09-05 15:01:08"
S000275,P00112,2025-12-25T18:00:39Z,61m,4,3,25,No,APAC,PC,61.00,4,3,25,"2025-12-25 18:00:39"
S000276,P00112,2025-12-13T16:16:39Z,61,3,1,18,Yes,LATAM,Mobile,61.00,3,1,18,"2025-12-13 16:16:39"
S000277,P00114,19-10-2025,31,3,2,11,No,NA-West,PC,31.00,3,2,11,"2025-10-19 00:00:00"
S000278,P00114,2025-10-11T23:14:02Z,20,1,0,7,Yes,APAC,PC,20.00,1,0,7,"2025-10-11 23:14:02"
S000279,P00114,2025-11-04T18:20:02Z,49,3,1,18,Yes,LATAM,PlayStation,49.00,3,1,18,"2025-11-04 18:20:02"
S000280,P00114,"10/17/2025 13:58",49,4,3,,Yes,EU-Central,PC,49.00,4,3,NULL,"2025-10-17 13:58:00"
S000281,P00115,2025-10-24T10:52:24Z,36,2,1,14,Yes,NULL,Xbox,36.00,2,1,14,"2025-10-24 10:52:24"
S000282,P00119,"12/15/2025 00:57",54,4,2,17,NULL,LATAM,Mobile,54.00,4,2,17,"2025-12-15 00:57:00"
S000283,P00119,"11/20/2025 12:55",45,4,2,16,No,APAC,PC,45.00,4,2,16,"2025-11-20 12:55:00"
S000284,P00122,2026-03-05T23:48:29Z,71,7,5,26,NULL,EU-Central,Mobile,71.00,7,5,26,"2026-03-05 23:48:29"
S000285,P00122," Feb 10, 2026",35,NULL,1,19,Yes,NULL,PlayStation,35.00,NULL,1,NULL,"2026-02-10 00:00:00"
S000286,P00122,2026-02-19T22:07:29Z,54,3,2,10,No,NULL,PC,54.00,3,2,10,"2026-02-19 22:07:29"
S000287,P00122,04-03-2026,47,3,1,15,Yes,NULL,PC,47.00,3,1,15,"2026-03-04 00:00:00"
S000288,P00122,"03/30/2026 08:43",37,3,1,,NULL,NULL,PlayStation,37.00,3,1,NULL,"2026-03-30 08:43:00"
S000289,P00122,2026-02-18T00:08:29Z,26,1,0,7,NULL,APAC,PlayStation,26.00,1,0,7,"2026-02-18 00:08:29"
S000290,P00122,2026-02-24T11:35:29Z,42m,4,2,19,No,EU-Central,Mobile,42.00,4,2,19,"2026-02-24 11:35:29"
S000291,P00122,2026-03-10T03:19:29Z,49,NULL,,21,Yes,EU-Central,PC,49.00,NULL,NULL,NULL,"2026-03-10 03:19:29"
S000292,P00122,2026-02-13T00:15:29Z,14,1,1,0,Yes,NA-West,NULL,14.00,1,1,0,"2026-02-13 00:15:29"
S000293,P00122,"02/24/2026 21:50","32 mins",2,1,6,Yes,NA-East,Xbox,32.00,2,1,6,"2026-02-24 21:50:00"
S000294,P00122,2026-03-09T19:37:29Z,39,2,1,5,No,LATAM,PC,39.00,2,1,5,"2026-03-09 19:37:29"
S000295,P00124,"13.02.2026 23:24",32,3,2,23,Yes,NA-East,PC,32.00,3,2,23,"2026-02-13 23:24:00"
S000296,P00124,2026-02-27T04:08:19Z,16,1,1,6,No,NA-East,PlayStation,16.00,1,1,6,"2026-02-27 04:08:19"
S000297,P00124,"01/29/2026 06:47",22,2,1,21,No,NULL,PC,22.00,2,1,21,"2026-01-29 06:47:00"
S000298,NULL,"01/30/2026 20:07",40,NULL,2,17,No,LATAM,Mobile,40.00,NULL,2,NULL,"2026-01-30 20:07:00"
S000299,P00124,2026.03.08,38m,3,2,13,Yes,LATAM,Mobile,38.00,3,2,13,"2026-03-08 00:00:00"
S000300,P00124,"Jan 30, 2026",32,2,1,4,Yes,NA-West,PC,32.00,2,1,4,"2026-01-30 00:00:00"
S000301,P00124,2026-02-27T00:04:19Z,18,2,1,9,Yes,LATAM,PC,18.00,2,1,9,"2026-02-27 00:04:19"
S000302,P00124,2026-01-31T14:12:19Z,24,2,1,9,No,NA-East,PlayStation,24.00,2,1,9,"2026-01-31 14:12:19"
S000303,P00124,02/13/2026,29m,2,1,10,No,NULL,Xbox,29.00,2,1,10,"2026-02-13 00:00:00"
S000304,P00125,2026-01-15T05:56:12Z,40,3,1,13,Yes,NA-East,PlayStation,40.00,3,1,13,"2026-01-15 05:56:12"
S000305,P00125,2026.02.17,34,2,1,4,NULL,APAC,PC,34.00,2,1,4,"2026-02-17 00:00:00"
S000306,P00125,"02/18/2026 08:48",72,6,2,23,No,NA-West,NULL,72.00,6,2,23,"2026-02-18 08:48:00"
S000307,P00125,2026-02-27,"33 mins",3,2,11,No,EU-Central,PC,33.00,3,2,11,"2026-02-27 00:00:00"
S000308,P00125,2026-02-09T20:38:12Z,"65 mins",5,2,26,Yes,APAC,NULL,65.00,5,2,26,"2026-02-09 20:38:12"
S000309,P00125,"01/22/2026 04:19",44,3,1,14,Yes,APAC,PC,44.00,3,1,14,"2026-01-22 04:19:00"
S000310,P00125,"02/06/2026 12:46",45m,4,3,19,No,NA-East,PC,45.00,4,3,19,"2026-02-06 12:46:00"
S000311,P00125,2026-01-21T14:51:12Z,49,5,2,18,Yes,EU-Central,PC,49.00,5,2,18,"2026-01-21 14:51:12"
S000312,P00126,09/29/2025,27,2,1,0,Yes,NULL,PC,27.00,2,1,0,"2025-09-29 00:00:00"
S000313,P00129,2026/01/28,56,5,3,23,NULL,APAC,Mobile,56.00,5,3,23,"2026-01-28 00:00:00"
S000314,P00129,"02/05/2026 21:53",28,2,1,17,No,LATAM,PC,28.00,2,1,17,"2026-02-05 21:53:00"
S000315,P00129,2025-12-24T23:56:53Z,51,3,2,19,Yes,LATAM,Mobile,51.00,3,2,19,"2025-12-24 23:56:53"
S000316,P00129,2026-01-02T09:27:53Z,28,2,1,10,No,LATAM,Mobile,28.00,2,1,10,"2026-01-02 09:27:53"
S000317,P00129,2026-01-27T23:57:53Z,61,4,2,14,No,LATAM,PC,61.00,4,2,14,"2026-01-27 23:57:53"
S000318,P00129,"02/01/2026 00:49",31,2,1,5,NULL,EU-Central,PC,31.00,2,1,5,"2026-02-01 00:49:00"
S000319,P00129,2026-01-02T19:47:53Z,37,3,1,18,No,NA-West,PlayStation,37.00,3,1,18,"2026-01-02 19:47:53"
S000320,P00129,"06.02.2026 00:57",35,2,1,13,Yes,LATAM,Xbox,35.00,2,1,13,"2026-02-06 00:57:00"
S000321,P00129,2026-01-08T22:43:53Z,50,5,3,,No,EU-Central,Mobile,50.00,5,3,NULL,"2026-01-08 22:43:53"
S000322,P00133,2025-10-09T11:31:08Z,49,3,2,15,Yes,NA-East,Mobile,49.00,3,2,15,"2025-10-09 11:31:08"
S000323,P00133,"10/16/25 01:45",16m,1,1,6,Yes,NA-West,Mobile,16.00,1,1,6,"2025-10-16 01:45:00"
S000324,P00133,2025-10-16,41,2,1,16,No,NA-West,PC,41.00,2,1,16,"2025-10-16 00:00:00"
S000325,P00133,2025-09-24T13:26:08Z,27m,2,1,,Yes,LATAM,Mobile,27.00,2,1,NULL,"2025-09-24 13:26:08"
S000326,P00133,2025-10-17T18:22:08Z,42,4,1,18,Yes,NA-East,PC,42.00,4,1,18,"2025-10-17 18:22:08"
S000327,P00133,"09/24/2025 04:22",40,4,2,18,No,EU-Central,PC,40.00,4,2,18,"2025-09-24 04:22:00"
S000328,P00138,25-10-2025,46,3,1,13,Yes,NULL,PC,46.00,3,1,13,"2025-10-25 00:00:00"
S000329,P00138,"10/19/2025 02:58",32,3,2,10,NULL,EU-Central,PC,32.00,3,2,10,"2025-10-19 02:58:00"
S000330,P00138,10-09-2025,50,3,1,14,No,LATAM,Mobile,50.00,3,1,14,"2025-09-10 00:00:00"
S000331,P00138,2025-10-17,39,3,1,13,No,NULL,Mobile,39.00,3,1,13,"2025-10-17 00:00:00"
S000332,P00139,"12/19/2025 20:09","58 mins",4,3,17,No,APAC,Mobile,58.00,4,3,17,"2025-12-19 20:09:00"
S000333,P00139,2025-12-23T23:48:20Z,25,2,1,13,Yes,LATAM,PlayStation,25.00,2,1,13,"2025-12-23 23:48:20"
S000334,P00139,2026-01-11T06:16:20Z,13,1,0,1,No,LATAM,Mobile,13.00,1,0,1,"2026-01-11 06:16:20"
S000335,P00141,2025-09-28T12:41:03Z,28,2,1,,No,LATAM,Xbox,28.00,2,1,NULL,"2025-09-28 12:41:03"
S000336,P00141,"24.09.2025 22:18",28,3,1,11,Yes,LATAM,PlayStation,28.00,3,1,11,"2025-09-24 22:18:00"
S000337,P00141,"10/03/2025 10:12",47,3,1,20,No,NULL,PC,47.00,3,1,20,"2025-10-03 10:12:00"
S000338,P00141,2025-10-04T06:17:03Z,28m,2,1,11,Yes,NA-West,PC,28.00,2,1,11,"2025-10-04 06:17:03"
S000339,P00141,"29.10.2025 23:32",6,1,1,6,Yes,NA-East,PC,6.00,1,1,6,"2025-10-29 23:32:00"
S000340,P00141,2025-10-31T14:49:03Z,20,2,1,8,NULL,NULL,Mobile,20.00,2,1,8,"2025-10-31 14:49:03"
S000341,P00142,"Feb 13, 2026 12:55AM",50,4,,13,No,NULL,NULL,50.00,4,NULL,13,"2026-02-13 00:55:00"
S000342,P00143,"01/02/2026 01:28",36,3,1,14,No,APAC,PC,36.00,3,1,14,"2026-01-02 01:28:00"
S000343,P00143,"01/10/26 15:39",70,5,2,17,No,NULL,PC,70.00,5,2,17,"2026-01-10 15:39:00"
S000344,P00143,"01/30/2026 00:09",57,4,2,13,Yes,NULL,NULL,57.00,4,2,13,"2026-01-30 00:09:00"
S000345,P00143,"01/30/2026 03:11",43,4,1,21,Yes,NA-East,PC,43.00,4,1,21,"2026-01-30 03:11:00"
S000346,P00143,"02/09/2026 02:34",60,4,3,14,Yes,LATAM,Mobile,60.00,4,3,14,"2026-02-09 02:34:00"
S000347,P00143,"02/18/2026 13:49",47,3,1,,Yes,NA-West,PlayStation,47.00,3,1,NULL,"2026-02-18 13:49:00"
S000348,P00143,2026/01/29,29,2,1,6,No,APAC,PC,29.00,2,1,6,"2026-01-29 00:00:00"
S000349,P00147,"02/22/2026 00:37",43,4,2,13,NULL,NA-East,PC,43.00,4,2,13,"2026-02-22 00:37:00"
S000350,P00147,"03/21/2026 19:07","74 mins",5,3,15,Yes,APAC,PC,74.00,5,3,15,"2026-03-21 19:07:00"
S000351,P00147,"03/18/2026 06:38",28,2,1,7,NULL,NULL,PC,28.00,2,1,7,"2026-03-18 06:38:00"
S000352,P00147,2026-03-09T13:49:53Z,62,3,1,9,Yes,NA-East,PlayStation,62.00,3,1,9,"2026-03-09 13:49:53"
S000353,P00147,"Apr 04, 2026 02:00PM",34,3,1,17,Yes,APAC,Mobile,34.00,3,1,17,"2026-04-04 14:00:00"
S000354,P00147,2026-04-01T10:56:53Z,64m,NULL,2,24,Yes,NULL,Xbox,64.00,NULL,2,NULL,"2026-04-01 10:56:53"
S000355,P00147,"04/04/2026 09:18",58,4,1,12,Yes,NA-East,Mobile,58.00,4,1,12,"2026-04-04 09:18:00"
S000356,P00148,2025-10-24T03:32:01Z,27,3,1,8,No,LATAM,Mobile,27.00,3,1,8,"2025-10-24 03:32:01"
S000357,P00148,2025-10-12T12:24:01Z,15,1,0,5,No,NULL,PC,15.00,1,0,5,"2025-10-12 12:24:01"
S000358,P00148,"09/21/2025 06:39",47,4,,31,Yes,NA-East,PC,47.00,4,NULL,31,"2025-09-21 06:39:00"
S000359,P00148,"31.10.2025 02:00",45,4,2,13,Yes,NA-East,PC,45.00,4,2,13,"2025-10-31 02:00:00"
S000360,P00148,"19.09.2025 09:02",56m,3,1,17,No,NULL,Mobile,56.00,3,1,17,"2025-09-19 09:02:00"
S000361,NULL,2025-10-25T14:56:01Z,51,3,2,17,NULL,LATAM,PC,51.00,3,2,17,"2025-10-25 14:56:01"
S000362,P00148,"10/17/2025 20:50",58,4,1,19,No,LATAM,NULL,58.00,4,1,19,"2025-10-17 20:50:00"
S000363,P00148,2025-09-20T21:55:01Z,42,3,1,,NULL,EU-Central,PlayStation,42.00,3,1,NULL,"2025-09-20 21:55:01"
S000364,NULL,2026-01-19T09:25:19Z,30m,2,1,11,Yes,NULL,PC,30.00,2,1,11,"2026-01-19 09:25:19"
S000365,NULL,2026-01-19T09:25:19Z,30m,2,1,11,Yes,NULL,PC,30.00,2,1,11,"2026-01-19 09:25:19"
S000366,P00152,2025-12-28T05:43:19Z,52,3,1,17,No,NULL,PlayStation,52.00,3,1,17,"2025-12-28 05:43:19"
S000367,P00152,2025-12-14T11:15:19Z,50,5,1,19,NULL,NA-West,PC,50.00,5,1,19,"2025-12-14 11:15:19"
S000368,P00154,2025-09-12T14:49:53Z,53,3,2,10,No,LATAM,Mobile,53.00,3,2,10,"2025-09-12 14:49:53"
S000369,P00154,"Sep 03, 2025 02:43AM",13,1,,8,NULL,NA-East,Mobile,13.00,1,NULL,8,"2025-09-03 02:43:00"
S000370,P00154,2025-10-01T16:57:53Z,49m,3,1,15,No,NA-West,PC,49.00,3,1,15,"2025-10-01 16:57:53"
S000371,P00154,"09/20/2025 12:31",26,2,1,10,No,NULL,Mobile,26.00,2,1,10,"2025-09-20 12:31:00"
S000372,P00154,2025-09-04T09:04:53Z,32,2,1,11,Yes,NULL,PC,32.00,2,1,11,"2025-09-04 09:04:53"
S000373,P00154,2025-09-22,49,4,2,16,NULL,NA-West,PC,49.00,4,2,16,"2025-09-22 00:00:00"
S000374,P00154,2025/09/08,30,NULL,1,17,NULL,LATAM,Xbox,30.00,NULL,1,NULL,"2025-09-08 00:00:00"
S000375,P00154,2025-09-11T21:23:53Z,21,1,0,,No,NA-East,PC,21.00,1,0,NULL,"2025-09-11 21:23:53"
S000376,P00155,2025-11-09T12:06:21Z,"51 mins",3,2,13,No,APAC,Mobile,51.00,3,2,13,"2025-11-09 12:06:21"
S000377,P00155,"Nov 06, 2025 03:55PM",57,4,2,27,Yes,LATAM,PC,57.00,4,2,27,"2025-11-06 15:55:00"
S000378,P00155,2025-10-03T00:48:21Z,37,4,2,,Yes,NULL,PlayStation,37.00,4,2,NULL,"2025-10-03 00:48:21"
S000379,P00155,2025-11-07,51,4,2,9,Yes,NA-East,PC,51.00,4,2,9,"2025-11-07 00:00:00"
S000380,P00155,"10/28/2025 22:11",20,1,0,0,Yes,NA-East,PC,20.00,1,0,0,"2025-10-28 22:11:00"
S000381,P00155,2025-11-02T21:02:21Z,53m,3,2,18,NULL,NA-East,PC,53.00,3,2,18,"2025-11-02 21:02:21"
S000382,P00155,"20.10.2025 02:31",11,1,0,4,Yes,NULL,PC,11.00,1,0,4,"2025-10-20 02:31:00"
S000383,P00155,"2025-10-24 21:58:21",39,3,1,17,Yes,NULL,NULL,39.00,3,1,17,"2025-10-24 21:58:21"
S000384,P00155,2025.11.16,30,2,1,0,NULL,EU-Central,PC,30.00,2,1,0,"2025-11-16 00:00:00"
S000385,P00155,2025-10-08T12:04:21Z,21,2,1,15,NULL,NA-West,Mobile,21.00,2,1,15,"2025-10-08 12:04:21"
S000386,P00155,"10/13/2025 03:15",46,3,1,16,Yes,NA-West,Xbox,46.00,3,1,16,"2025-10-13 03:15:00"
S000387,P00156,"10/09/2025 14:50",47,5,1,17,NULL,NULL,PC,47.00,5,1,17,"2025-10-09 14:50:00"
S000388,P00156,"10/09/2025 14:50",47,5,1,17,NULL,NULL,PC,47.00,5,1,17,"2025-10-09 14:50:00"
S000389,P00156,"10/21/2025 09:40",38,3,1,,No,NULL,Mobile,38.00,3,1,NULL,"2025-10-21 09:40:00"
S000390,P00156,2025.10.01,64,5,2,22,NULL,NULL,PC,64.00,5,2,22,"2025-10-01 00:00:00"
S000391,P00156,2025.09.27,58m,5,3,25,No,NULL,Mobile,58.00,5,3,25,"2025-09-27 00:00:00"
S000392,P00156," 2025-10-24 05:13:29",49,3,1,18,Yes,NA-East,Mobile,49.00,3,1,18,"2025-10-24 05:13:29"
S000393,P00156,"11/04/2025 21:14",49,4,3,22,No,NULL,Xbox,49.00,4,3,22,"2025-11-04 21:14:00"
S000394,P00156,"10/04/2025 04:39","40 mins",3,2,12,Yes,NULL,PC,40.00,3,2,12,"2025-10-04 04:39:00"
S000395,P00156,"11/04/2025 19:18",57,4,2,14,No,EU-Central,PC,57.00,4,2,14,"2025-11-04 19:18:00"
S000396,P00156,2025-10-05T15:24:29Z,50,4,2,14,No,NA-West,Xbox,50.00,4,2,14,"2025-10-05 15:24:29"
S000397,P00158,2025.09.03,34,2,1,12,No,NULL,PlayStation,34.00,2,1,12,"2025-09-03 00:00:00"
S000398,P00158,2025-09-12,32,3,2,15,NULL,NA-East,Mobile,32.00,3,2,15,"2025-09-12 00:00:00"
S000399,P00160,"Nov 12, 2025 04:37PM",44,4,1,24,Yes,EU-Central,Mobile,44.00,4,1,24,"2025-11-12 16:37:00"
S000400,P00160,"Dec 08, 2025 03:19AM",28,2,1,13,Yes,NULL,Mobile,28.00,2,1,13,"2025-12-08 03:19:00"
S000401,P00162,2026/01/30,20,2,1,4,Yes,APAC,PC,20.00,2,1,4,"2026-01-30 00:00:00"
S000402,P00162,"2026-02-26 06:50:44",21,NULL,1,8,NULL,APAC,PC,21.00,NULL,1,NULL,"2026-02-26 06:50:44"
S000403,P00164,"Dec 27, 2025",41,3,1,14,Yes,NA-East,PC,41.00,3,1,14,"2025-12-27 00:00:00"
S000404,P00164,2026-01-02T15:32:57Z,6,1,0,0,Yes,NA-East,PC,6.00,1,0,0,"2026-01-02 15:32:57"
S000405,P00164,2025-12-26T23:35:57Z,"9 mins",1,0,4,Yes,NA-East,PlayStation,9.00,1,0,4,"2025-12-26 23:35:57"
S000406,P00164,2025/12/24,45,4,3,15,Yes,NA-West,PlayStation,45.00,4,3,15,"2025-12-24 00:00:00"
S000407,P00164,12/23/2025,19,2,1,12,Yes,APAC,PC,19.00,2,1,12,"2025-12-23 00:00:00"
S000408,P00164,"01/08/2026 13:18",13,1,0,8,Yes,NULL,NULL,13.00,1,0,8,"2026-01-08 13:18:00"
S000409,P00165,2026-02-07T08:20:41Z,"51 mins",3,2,19,No,NA-East,PlayStation,51.00,3,2,19,"2026-02-07 08:20:41"
S000410,P00165,2026-03-02,37,3,2,,No,APAC,PC,37.00,3,2,NULL,"2026-03-02 00:00:00"
S000411,P00165,"03/01/2026 13:04",71,4,,17,Yes,EU-Central,PC,71.00,4,NULL,17,"2026-03-01 13:04:00"
S000412,P00169,2026/01/17,55,4,1,20,No,EU-Central,Xbox,55.00,4,1,20,"2026-01-17 00:00:00"
S000413,P00169,2026-01-14T04:33:16Z,58,5,3,22,Yes,NA-West,PlayStation,58.00,5,3,22,"2026-01-14 04:33:16"
S000414,P00169,"2025-12-30 17:43:16",20,1,1,4,No,NULL,PC,20.00,1,1,4,"2025-12-30 17:43:16"
S000415,P00169,"2025-12-30 17:43:16",20,1,1,4,No,NULL,PC,20.00,1,1,4,"2025-12-30 17:43:16"
S000416,P00169,"01/12/2026 13:12","21 mins",1,1,12,No,APAC,Xbox,21.00,1,1,12,"2026-01-12 13:12:00"
S000417,P00169,2026-01-18T00:25:16Z,18,2,1,5,Yes,NULL,Xbox,18.00,2,1,5,"2026-01-18 00:25:16"
S000418,P00169,"01/03/26 05:32",6,1,0,4,NULL,APAC,PC,6.00,1,0,4,"2026-01-03 05:32:00"
S000419,P00169,12/18/2025,45,4,1,18,No,NULL,PC,45.00,4,1,18,"2025-12-18 00:00:00"
